State,City,Gender,Weapon Used,Affected Age Group,Total,Year
Antioquia,Caicedo,Female,None,Adult,3.0,2016
Antioquia,Caicedo,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Caldas,Female,Sharp weapon,Adult,5.0,2016
Antioquia,Caldas,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Caldas,Female,Blunt force weapon,Adult,46.0,2016
Antioquia,Caldas,Female,Scopolamine,Teenagers,1.0,2016
Antioquia,Caldas,Female,Scopolamine,Adult,3.0,2016
Antioquia,Caldas,Female,Not reported,Teenagers,1.0,2016
Antioquia,Caldas,Female,Not reported,Adult,19.0,2016
Antioquia,Caldas,Female,None,Teenagers,3.0,2016
Antioquia,Caldas,Female,None,Adult,68.0,2016
Antioquia,Caldas,Female,None,Minors,1.0,2016
Antioquia,Caldas,Male,Sharp weapon,Adult,2.0,2016
Antioquia,Caldas,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Caldas,Male,Blunt force weapon,Adult,9.0,2016
Antioquia,Caldas,Male,Scopolamine,Minors,1.0,2016
Antioquia,Caldas,Male,Not reported,Adult,3.0,2016
Antioquia,Caldas,Male,None,Teenagers,2.0,2016
Antioquia,Caldas,Male,None,Adult,17.0,2016
Antioquia,Caldas,Male,None,Minors,4.0,2016
Antioquia,Campamento,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Campamento,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Campamento,Female,Blunt force weapon,Adult,8.0,2016
Antioquia,Campamento,Female,None,Adult,3.0,2016
Antioquia,Campamento,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Campamento,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Campamento,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Campamento,Male,Blunt force weapon,Minors,1.0,2016
Antioquia,Caracolí,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Caracolí,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Caracolí,Female,None,Adult,1.0,2016
Antioquia,Caracolí,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Caramanta,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Caramanta,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Caramanta,Female,None,Adult,1.0,2016
Antioquia,Carepa,Female,Firearm,Adult,1.0,2016
Antioquia,Carepa,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Carepa,Female,Blunt force weapon,Adult,23.0,2016
Antioquia,Carepa,Female,Blunt force weapon,Minors,2.0,2016
Antioquia,Carepa,Female,Not reported,Adult,2.0,2016
Antioquia,Carepa,Female,None,Adult,4.0,2016
Antioquia,Carepa,Male,Sharp weapon,Adult,4.0,2016
Antioquia,Carepa,Male,Blunt force weapon,Adult,5.0,2016
Antioquia,Carepa,Male,Blunt force weapon,Minors,2.0,2016
Antioquia,Carepa,Male,Not reported,Adult,2.0,2016
Antioquia,Carepa,Male,None,Adult,1.0,2016
Antioquia,Carolina,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Carolina,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,Carolina,Female,None,Adult,1.0,2016
Antioquia,Carolina,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Caucasia,Female,Sharp weapon,Adult,10.0,2016
Antioquia,Caucasia,Female,Sharp weapon,Minors,1.0,2016
Antioquia,Caucasia,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Caucasia,Female,Blunt force weapon,Adult,101.0,2016
Antioquia,Caucasia,Female,Not reported,Teenagers,1.0,2016
Antioquia,Caucasia,Female,Not reported,Adult,15.0,2016
Antioquia,Caucasia,Female,None,Teenagers,3.0,2016
Antioquia,Caucasia,Female,None,Adult,26.0,2016
Antioquia,Caucasia,Male,Sharp weapon,Adult,4.0,2016
Antioquia,Caucasia,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Caucasia,Male,Blunt force weapon,Adult,12.0,2016
Antioquia,Caucasia,Male,Blunt force weapon,Minors,2.0,2016
Antioquia,Caucasia,Male,None,Adult,1.0,2016
Antioquia,Cañasgordas,Female,Blunt force weapon,Adult,1.0,2016
Antioquia,Chigorodó,Female,Sharp weapon,Adult,4.0,2016
Antioquia,Chigorodó,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Chigorodó,Female,Blunt force weapon,Adult,48.0,2016
Antioquia,Chigorodó,Female,Not reported,Adult,3.0,2016
Antioquia,Chigorodó,Female,None,Adult,23.0,2016
Antioquia,Chigorodó,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Chigorodó,Male,Blunt force weapon,Adult,10.0,2016
Antioquia,Chigorodó,Male,None,Adult,1.0,2016
Antioquia,Cisneros,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Cisneros,Female,Blunt force weapon,Adult,10.0,2016
Antioquia,Cisneros,Female,Not reported,Adult,1.0,2016
Antioquia,Cisneros,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Cisneros,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Ciudad Bolívar,Female,Sharp weapon,Adult,4.0,2016
Antioquia,Ciudad Bolívar,Female,Blunt force weapon,Teenagers,4.0,2016
Antioquia,Ciudad Bolívar,Female,Blunt force weapon,Adult,17.0,2016
Antioquia,Ciudad Bolívar,Female,Not reported,Adult,2.0,2016
Antioquia,Ciudad Bolívar,Female,None,Adult,4.0,2016
Antioquia,Ciudad Bolívar,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Ciudad Bolívar,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Ciudad Bolívar,Male,None,Adult,1.0,2016
Antioquia,Cocorná,Female,Blunt force weapon,Adult,5.0,2016
Antioquia,Cocorná,Female,None,Adult,10.0,2016
Antioquia,Cocorná,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Cocorná,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Cocorná,Male,None,Adult,3.0,2016
Antioquia,Concepción,Female,None,Adult,2.0,2016
Antioquia,Concordia,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Concordia,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Concordia,Female,Blunt force weapon,Adult,16.0,2016
Antioquia,Concordia,Female,Blunt force weapon,Minors,2.0,2016
Antioquia,Concordia,Female,None,Adult,9.0,2016
Antioquia,Concordia,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Concordia,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Concordia,Male,None,Teenagers,1.0,2016
Antioquia,Concordia,Male,None,Adult,1.0,2016
Antioquia,Copacabana,Female,Sharp weapon,Adult,3.0,2016
Antioquia,Copacabana,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Copacabana,Female,Blunt force weapon,Adult,59.0,2016
Antioquia,Copacabana,Female,Blunt force weapon,Minors,1.0,2016
Antioquia,Copacabana,Female,None,Teenagers,7.0,2016
Antioquia,Copacabana,Female,None,Adult,96.0,2016
Antioquia,Copacabana,Male,Sharp weapon,Teenagers,1.0,2016
Antioquia,Copacabana,Male,Sharp weapon,Adult,3.0,2016
Antioquia,Copacabana,Male,Blunt force weapon,Adult,8.0,2016
Antioquia,Copacabana,Male,None,Teenagers,2.0,2016
Antioquia,Copacabana,Male,None,Adult,25.0,2016
Antioquia,Copacabana,Male,None,Minors,3.0,2016
Antioquia,Cáceres,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Cáceres,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Cáceres,Female,Not reported,Adult,1.0,2016
Antioquia,Cáceres,Female,None,Adult,5.0,2016
Antioquia,Dabeiba,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Dabeiba,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Dabeiba,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Dabeiba,Female,Scopolamine,Adult,1.0,2016
Antioquia,Dabeiba,Female,None,Adult,3.0,2016
Antioquia,Don Matías,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Don Matías,Female,Blunt force weapon,Adult,13.0,2016
Antioquia,Don Matías,Female,Scopolamine,Adult,1.0,2016
Antioquia,Don Matías,Female,None,Adult,6.0,2016
Antioquia,Don Matías,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Don Matías,Male,Blunt force weapon,Adult,4.0,2016
Antioquia,Don Matías,Male,None,Adult,1.0,2016
Antioquia,Ebéjico,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Ebéjico,Female,Firearm,Adult,1.0,2016
Antioquia,Ebéjico,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Ebéjico,Female,Blunt force weapon,Adult,12.0,2016
Antioquia,Ebéjico,Female,None,Adult,7.0,2016
Antioquia,Ebéjico,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Ebéjico,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,Ebéjico,Male,Blunt force weapon,Minors,1.0,2016
Antioquia,Ebéjico,Male,None,Adult,2.0,2016
Antioquia,El Bagre,Female,Sharp weapon,Adult,1.0,2016
Antioquia,El Bagre,Female,Firearm,Adult,1.0,2016
Antioquia,El Bagre,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,El Bagre,Female,Blunt force weapon,Adult,15.0,2016
Antioquia,El Bagre,Female,Sharp weapon,Adult,1.0,2016
Antioquia,El Bagre,Female,Scopolamine,Adult,1.0,2016
Antioquia,El Bagre,Female,None,Adult,7.0,2016
Antioquia,El Bagre,Male,Blunt force weapon,Minors,1.0,2016
Antioquia,El Carmen De Viboral,Female,Sharp weapon,Adult,2.0,2016
Antioquia,El Carmen De Viboral,Female,Sharp weapon,Minors,1.0,2016
Antioquia,El Carmen De Viboral,Female,Firearm,Adult,1.0,2016
Antioquia,El Carmen De Viboral,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,El Carmen De Viboral,Female,Blunt force weapon,Adult,33.0,2016
Antioquia,El Carmen De Viboral,Female,None,Teenagers,2.0,2016
Antioquia,El Carmen De Viboral,Female,None,Adult,20.0,2016
Antioquia,El Carmen De Viboral,Female,None,Minors,1.0,2016
Antioquia,El Carmen De Viboral,Male,Sharp weapon,Adult,4.0,2016
Antioquia,El Carmen De Viboral,Male,Blunt force weapon,Adult,9.0,2016
Antioquia,El Carmen De Viboral,Male,None,Adult,3.0,2016
Antioquia,El Carmen De Viboral,Male,None,Minors,2.0,2016
Antioquia,El Santuario,Female,Sharp weapon,Adult,3.0,2016
Antioquia,El Santuario,Female,Blunt force weapon,Adult,11.0,2016
Antioquia,El Santuario,Female,Blunt force weapon,Minors,1.0,2016
Antioquia,El Santuario,Female,Not reported,Adult,1.0,2016
Antioquia,El Santuario,Female,None,Adult,13.0,2016
Antioquia,El Santuario,Male,Sharp weapon,Adult,1.0,2016
Antioquia,El Santuario,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,El Santuario,Male,None,Adult,1.0,2016
Antioquia,Entrerrios,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Entrerrios,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Entrerrios,Female,Blunt force weapon,Adult,5.0,2016
Antioquia,Entrerrios,Female,None,Adult,2.0,2016
Antioquia,Envigado,Female,Sharp weapon,Adult,15.0,2016
Antioquia,Envigado,Female,Firearm,Adult,1.0,2016
Antioquia,Envigado,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Envigado,Female,Blunt force weapon,Adult,66.0,2016
Antioquia,Envigado,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Envigado,Female,Not reported,Adult,1.0,2016
Antioquia,Envigado,Female,None,Teenagers,6.0,2016
Antioquia,Envigado,Female,None,Adult,233.0,2016
Antioquia,Envigado,Female,None,Minors,13.0,2016
Antioquia,Envigado,Male,Sharp weapon,Teenagers,1.0,2016
Antioquia,Envigado,Male,Sharp weapon,Adult,4.0,2016
Antioquia,Envigado,Male,Blunt force weapon,Adult,25.0,2016
Antioquia,Envigado,Male,None,Teenagers,8.0,2016
Antioquia,Envigado,Male,None,Adult,73.0,2016
Antioquia,Envigado,Male,None,Minors,6.0,2016
Antioquia,Fredonia,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Fredonia,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Fredonia,Female,Blunt force weapon,Adult,20.0,2016
Antioquia,Fredonia,Female,Not reported,Adult,2.0,2016
Antioquia,Fredonia,Female,None,Adult,7.0,2016
Antioquia,Fredonia,Male,Sharp weapon,Adult,2.0,2016
Antioquia,Fredonia,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Fredonia,Male,None,Adult,2.0,2016
Antioquia,Frontino,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Frontino,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Frontino,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Frontino,Female,None,Adult,4.0,2016
Antioquia,Frontino,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Frontino,Male,Blunt force weapon,Minors,2.0,2016
Antioquia,Frontino,Male,None,Minors,1.0,2016
Antioquia,Giraldo,Female,None,Adult,1.0,2016
Antioquia,Girardota,Female,Sharp weapon,Adult,3.0,2016
Antioquia,Girardota,Female,Blunt force weapon,Adult,35.0,2016
Antioquia,Girardota,Female,None,Teenagers,3.0,2016
Antioquia,Girardota,Female,None,Adult,42.0,2016
Antioquia,Girardota,Female,None,Minors,1.0,2016
Antioquia,Girardota,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Girardota,Male,Blunt force weapon,Adult,5.0,2016
Antioquia,Girardota,Male,Blunt force weapon,Minors,1.0,2016
Antioquia,Girardota,Male,None,Adult,9.0,2016
Antioquia,Girardota,Male,None,Minors,4.0,2016
Antioquia,Granada,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,Guadalupe,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,Guadalupe,Female,None,Adult,1.0,2016
Antioquia,Guarne,Female,Sharp weapon,Adult,4.0,2016
Antioquia,Guarne,Female,Blunt force weapon,Adult,32.0,2016
Antioquia,Guarne,Female,None,Teenagers,1.0,2016
Antioquia,Guarne,Female,None,Adult,17.0,2016
Antioquia,Guarne,Female,None,Minors,1.0,2016
Antioquia,Guarne,Male,Firearm,Adult,1.0,2016
Antioquia,Guarne,Male,Blunt force weapon,Adult,6.0,2016
Antioquia,Guarne,Male,None,Adult,5.0,2016
Antioquia,Guatapé,Female,Blunt force weapon,Adult,3.0,2016
Antioquia,Guatapé,Female,None,Adult,3.0,2016
Antioquia,Guatapé,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Guatapé,Male,None,Adult,1.0,2016
Antioquia,Gómez Plata,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Gómez Plata,Female,Blunt force weapon,Adult,7.0,2016
Antioquia,Gómez Plata,Female,None,Adult,2.0,2016
Antioquia,Gómez Plata,Male,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Gómez Plata,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Gómez Plata,Male,None,Minors,1.0,2016
Antioquia,Heliconia,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Heliconia,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Hispania,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,Hispania,Female,None,Adult,6.0,2016
Antioquia,Hispania,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Hispania,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Itagui,Female,Sharp weapon,Adult,8.0,2016
Antioquia,Itagui,Female,Blunt force weapon,Teenagers,3.0,2016
Antioquia,Itagui,Female,Blunt force weapon,Adult,75.0,2016
Antioquia,Itagui,Female,Blunt force weapon,Minors,1.0,2016
Antioquia,Itagui,Female,Scopolamine,Adult,2.0,2016
Antioquia,Itagui,Female,Not reported,Adult,2.0,2016
Antioquia,Itagui,Female,None,Teenagers,9.0,2016
Antioquia,Itagui,Female,None,Adult,199.0,2016
Antioquia,Itagui,Female,None,Minors,11.0,2016
Antioquia,Itagui,Male,Sharp weapon,Teenagers,1.0,2016
Antioquia,Itagui,Male,Sharp weapon,Adult,4.0,2016
Antioquia,Itagui,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Itagui,Male,Blunt force weapon,Adult,22.0,2016
Antioquia,Itagui,Male,Scopolamine,Adult,2.0,2016
Antioquia,Itagui,Male,None,Teenagers,14.0,2016
Antioquia,Itagui,Male,None,Adult,39.0,2016
Antioquia,Itagui,Male,None,Minors,13.0,2016
Antioquia,Ituango,Female,Blunt force weapon,Adult,10.0,2016
Antioquia,Ituango,Female,None,Adult,7.0,2016
Antioquia,Ituango,Male,None,Adult,1.0,2016
Antioquia,Jardín,Female,Blunt force weapon,Adult,1.0,2016
Antioquia,Jardín,Female,None,Adult,2.0,2016
Antioquia,Jericó,Female,Blunt force weapon,Adult,12.0,2016
Antioquia,Jericó,Female,Not reported,Adult,1.0,2016
Antioquia,Jericó,Female,None,Adult,11.0,2016
Antioquia,Jericó,Female,None,Minors,1.0,2016
Antioquia,Jericó,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Jericó,Male,Blunt force weapon,Minors,2.0,2016
Antioquia,Jericó,Male,Not reported,Adult,1.0,2016
Antioquia,Jericó,Male,None,Adult,2.0,2016
Antioquia,Jericó,Male,None,Minors,1.0,2016
Antioquia,La Ceja,Female,Sharp weapon,Adult,1.0,2016
Antioquia,La Ceja,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,La Ceja,Female,Blunt force weapon,Adult,12.0,2016
Antioquia,La Ceja,Female,None,Adult,5.0,2016
Antioquia,La Ceja,Female,None,Minors,1.0,2016
Antioquia,La Ceja,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,La Ceja,Male,None,Adult,1.0,2016
Antioquia,La Ceja,Male,None,Minors,1.0,2016
Antioquia,La Estrella,Female,Sharp weapon,Adult,1.0,2016
Antioquia,La Estrella,Female,Firearm,Adult,2.0,2016
Antioquia,La Estrella,Female,Blunt force weapon,Teenagers,3.0,2016
Antioquia,La Estrella,Female,Blunt force weapon,Adult,25.0,2016
Antioquia,La Estrella,Female,Scopolamine,Adult,4.0,2016
Antioquia,La Estrella,Female,None,Teenagers,3.0,2016
Antioquia,La Estrella,Female,None,Adult,33.0,2016
Antioquia,La Estrella,Female,None,Minors,1.0,2016
Antioquia,La Estrella,Male,Sharp weapon,Adult,1.0,2016
Antioquia,La Estrella,Male,Sharp weapon,Minors,1.0,2016
Antioquia,La Estrella,Male,Firearm,Adult,1.0,2016
Antioquia,La Estrella,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,La Estrella,Male,Blunt force weapon,Adult,7.0,2016
Antioquia,La Estrella,Male,Blunt force weapon,Minors,1.0,2016
Antioquia,La Estrella,Male,None,Teenagers,1.0,2016
Antioquia,La Estrella,Male,None,Adult,4.0,2016
Antioquia,La Pintada,Female,Sharp weapon,Adult,1.0,2016
Antioquia,La Pintada,Female,Firearm,Adult,1.0,2016
Antioquia,La Pintada,Female,Blunt force weapon,Adult,3.0,2016
Antioquia,La Pintada,Female,None,Adult,5.0,2016
Antioquia,La Pintada,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,La Pintada,Male,None,Adult,2.0,2016
Antioquia,La Unión,Female,Sharp weapon,Adult,1.0,2016
Antioquia,La Unión,Female,Blunt force weapon,Adult,8.0,2016
Antioquia,La Unión,Female,None,Adult,7.0,2016
Antioquia,La Unión,Male,Sharp weapon,Adult,1.0,2016
Antioquia,La Unión,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,La Unión,Male,None,Adult,3.0,2016
Antioquia,Liborina,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Liborina,Male,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Liborina,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Maceo,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Maceo,Female,None,Adult,2.0,2016
Antioquia,Maceo,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Marinilla,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Marinilla,Female,Blunt force weapon,Adult,27.0,2016
Antioquia,Marinilla,Female,Blunt force weapon,Minors,1.0,2016
Antioquia,Marinilla,Female,None,Adult,2.0,2016
Antioquia,Marinilla,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Medellín (Ct),Female,Sharp weapon,Teenagers,11.0,2016
Antioquia,Medellín (Ct),Female,Sharp weapon,Adult,206.0,2016
Antioquia,Medellín (Ct),Female,Sharp weapon,Minors,5.0,2016
Antioquia,Medellín (Ct),Female,Firearm,Adult,15.0,2016
Antioquia,Medellín (Ct),Female,Firearm,Minors,1.0,2016
Antioquia,Medellín (Ct),Female,Blunt force weapon,Teenagers,28.0,2016
Antioquia,Medellín (Ct),Female,Blunt force weapon,Adult,938.0,2016
Antioquia,Medellín (Ct),Female,Blunt force weapon,Minors,12.0,2016
Antioquia,Medellín (Ct),Female,Scopolamine,Teenagers,3.0,2016
Antioquia,Medellín (Ct),Female,Scopolamine,Adult,56.0,2016
Antioquia,Medellín (Ct),Female,Scopolamine,Minors,1.0,2016
Antioquia,Medellín (Ct),Female,Not reported,Adult,10.0,2016
Antioquia,Medellín (Ct),Female,None,Teenagers,132.0,2016
Antioquia,Medellín (Ct),Female,None,Adult,4916.0,2016
Antioquia,Medellín (Ct),Female,None,Minors,75.0,2016
Antioquia,Medellín (Ct),Male,Sharp weapon,Teenagers,9.0,2016
Antioquia,Medellín (Ct),Male,Sharp weapon,Adult,82.0,2016
Antioquia,Medellín (Ct),Male,Sharp weapon,Minors,3.0,2016
Antioquia,Medellín (Ct),Male,Firearm,Teenagers,2.0,2016
Antioquia,Medellín (Ct),Male,Firearm,Adult,5.0,2016
Antioquia,Medellín (Ct),Male,Blunt force weapon,Teenagers,15.0,2016
Antioquia,Medellín (Ct),Male,Blunt force weapon,Adult,261.0,2016
Antioquia,Medellín (Ct),Male,Blunt force weapon,Minors,13.0,2016
Antioquia,Medellín (Ct),Male,Scopolamine,Adult,8.0,2016
Antioquia,Medellín (Ct),Male,Not reported,Adult,2.0,2016
Antioquia,Medellín (Ct),Male,None,Teenagers,49.0,2016
Antioquia,Medellín (Ct),Male,None,Adult,951.0,2016
Antioquia,Medellín (Ct),Male,None,Minors,81.0,2016
Antioquia,Montebello,Female,Blunt force weapon,Adult,3.0,2016
Antioquia,Montebello,Female,None,Adult,2.0,2016
Antioquia,Montebello,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Montebello,Male,None,Adult,2.0,2016
Antioquia,Murindó,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Mutatá,Female,Sharp weapon,Teenagers,1.0,2016
Antioquia,Mutatá,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Mutatá,Female,None,Adult,3.0,2016
Antioquia,Mutatá,Female,None,Minors,1.0,2016
Antioquia,Mutatá,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Mutatá,Male,Sharp weapon,Teenagers,1.0,2016
Antioquia,Mutatá,Male,None,Adult,1.0,2016
Antioquia,Nariño,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Nariño,Female,Blunt force weapon,Adult,3.0,2016
Antioquia,Nariño,Female,Scopolamine,Adult,1.0,2016
Antioquia,Nariño,Female,None,Adult,3.0,2016
Antioquia,Nariño,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Nariño,Male,None,Adult,1.0,2016
Antioquia,Nechí,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,Nechí,Female,None,Adult,4.0,2016
Antioquia,Nechí,Male,None,Adult,1.0,2016
Antioquia,Necoclí,Female,Firearm,Adult,2.0,2016
Antioquia,Necoclí,Female,Blunt force weapon,Teenagers,3.0,2016
Antioquia,Necoclí,Female,Blunt force weapon,Adult,16.0,2016
Antioquia,Necoclí,Female,None,Adult,11.0,2016
Antioquia,Necoclí,Male,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Necoclí,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Olaya,Female,Blunt force weapon,Adult,1.0,2016
Antioquia,Olaya,Female,None,Adult,1.0,2016
Antioquia,Peque,Female,Blunt force weapon,Adult,3.0,2016
Antioquia,Peque,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Peñol,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Peñol,Female,Blunt force weapon,Adult,7.0,2016
Antioquia,Peñol,Female,Scopolamine,Adult,1.0,2016
Antioquia,Peñol,Female,None,Adult,2.0,2016
Antioquia,Peñol,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Pueblorrico,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,Puerto Berrío,Female,Sharp weapon,Adult,11.0,2016
Antioquia,Puerto Berrío,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Puerto Berrío,Female,Blunt force weapon,Adult,27.0,2016
Antioquia,Puerto Berrío,Female,Scopolamine,Adult,1.0,2016
Antioquia,Puerto Berrío,Female,Not reported,Adult,2.0,2016
Antioquia,Puerto Berrío,Female,None,Teenagers,3.0,2016
Antioquia,Puerto Berrío,Female,None,Adult,43.0,2016
Antioquia,Puerto Berrío,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Puerto Berrío,Male,Blunt force weapon,Adult,9.0,2016
Antioquia,Puerto Berrío,Male,None,Teenagers,1.0,2016
Antioquia,Puerto Berrío,Male,None,Adult,8.0,2016
Antioquia,Puerto Berrío,Male,None,Minors,2.0,2016
Antioquia,Puerto Nare,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Puerto Nare,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Puerto Nare,Female,None,Adult,4.0,2016
Antioquia,Puerto Nare,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Puerto Nare,Male,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Puerto Nare,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Puerto Nare,Male,None,Minors,1.0,2016
Antioquia,Puerto Triunfo,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Puerto Triunfo,Female,Blunt force weapon,Adult,13.0,2016
Antioquia,Puerto Triunfo,Female,None,Adult,2.0,2016
Antioquia,Puerto Triunfo,Female,None,Minors,1.0,2016
Antioquia,Puerto Triunfo,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Puerto Triunfo,Male,Blunt force weapon,Minors,2.0,2016
Antioquia,Puerto Triunfo,Male,None,Adult,1.0,2016
Antioquia,Remedios,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Remedios,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,Retiro,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Retiro,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Retiro,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Retiro,Female,None,Adult,10.0,2016
Antioquia,Retiro,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Retiro,Male,None,Adult,1.0,2016
Antioquia,Rionegro,Female,Sharp weapon,Adult,6.0,2016
Antioquia,Rionegro,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Rionegro,Female,Blunt force weapon,Adult,84.0,2016
Antioquia,Rionegro,Female,Blunt force weapon,Minors,1.0,2016
Antioquia,Rionegro,Female,Scopolamine,Adult,1.0,2016
Antioquia,Rionegro,Female,None,Teenagers,1.0,2016
Antioquia,Rionegro,Female,None,Adult,24.0,2016
Antioquia,Rionegro,Female,None,Minors,4.0,2016
Antioquia,Rionegro,Male,Blunt force weapon,Adult,17.0,2016
Antioquia,Rionegro,Male,Blunt force weapon,Minors,1.0,2016
Antioquia,Rionegro,Male,None,Adult,12.0,2016
