State,City,Gender,Weapon Used,Affected Age Group,Total,Year
Antioquia,Rionegro,Male,None,Minors,2.0,2016
Antioquia,Sabanalarga,Female,None,Adult,1.0,2016
Antioquia,Sabaneta,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Sabaneta,Female,Blunt force weapon,Adult,43.0,2016
Antioquia,Sabaneta,Female,Not reported,Adult,2.0,2016
Antioquia,Sabaneta,Female,None,Adult,55.0,2016
Antioquia,Sabaneta,Male,Sharp weapon,Adult,2.0,2016
Antioquia,Sabaneta,Male,Blunt force weapon,Adult,6.0,2016
Antioquia,Sabaneta,Male,None,Teenagers,1.0,2016
Antioquia,Sabaneta,Male,None,Adult,10.0,2016
Antioquia,Sabaneta,Male,None,Minors,1.0,2016
Antioquia,Salgar,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Salgar,Female,None,Adult,4.0,2016
Antioquia,Salgar,Male,None,Adult,3.0,2016
Antioquia,San Andrés De Cuerquía,Female,Sharp weapon,Adult,1.0,2016
Antioquia,San Andrés De Cuerquía,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,San Andrés De Cuerquía,Female,None,Adult,1.0,2016
Antioquia,San Carlos,Female,Sharp weapon,Adult,1.0,2016
Antioquia,San Carlos,Female,Blunt force weapon,Adult,8.0,2016
Antioquia,San Carlos,Male,Sharp weapon,Adult,1.0,2016
Antioquia,San Francisco,Female,Blunt force weapon,Adult,1.0,2016
Antioquia,San Jerónimo,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,San Jerónimo,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,San Jerónimo,Female,None,Adult,2.0,2016
Antioquia,San Jerónimo,Male,Sharp weapon,Teenagers,1.0,2016
Antioquia,San José De La Montaña,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,San Juan De Urabá,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,San Juan De Urabá,Female,None,Adult,2.0,2016
Antioquia,San Juan De Urabá,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,San Juan De Urabá,Male,None,Adult,2.0,2016
Antioquia,San Luis,Female,None,Adult,14.0,2016
Antioquia,San Luis,Male,None,Adult,2.0,2016
Antioquia,San Pedro,Female,Sharp weapon,Adult,2.0,2016
Antioquia,San Pedro,Female,Blunt force weapon,Adult,7.0,2016
Antioquia,San Pedro,Female,Not reported,Adult,1.0,2016
Antioquia,San Pedro,Female,None,Adult,3.0,2016
Antioquia,San Pedro,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,San Pedro,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,San Pedro,Male,Not reported,Adult,1.0,2016
Antioquia,San Pedro De Urabá,Female,Sharp weapon,Adult,2.0,2016
Antioquia,San Pedro De Urabá,Female,Blunt force weapon,Adult,8.0,2016
Antioquia,San Pedro De Urabá,Female,Sharp weapon,Adult,1.0,2016
Antioquia,San Pedro De Urabá,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,San Rafael,Female,Blunt force weapon,Adult,11.0,2016
Antioquia,San Rafael,Female,Scopolamine,Adult,1.0,2016
Antioquia,San Rafael,Female,None,Adult,8.0,2016
Antioquia,San Rafael,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,San Rafael,Male,None,Adult,2.0,2016
Antioquia,San Roque,Female,Sharp weapon,Adult,1.0,2016
Antioquia,San Roque,Female,Firearm,Adult,1.0,2016
Antioquia,San Roque,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,San Roque,Female,Scopolamine,Adult,1.0,2016
Antioquia,San Roque,Female,None,Adult,1.0,2016
Antioquia,San Roque,Male,Sharp weapon,Adult,1.0,2016
Antioquia,San Roque,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,San Roque,Male,None,Adult,1.0,2016
Antioquia,San Vicente,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,San Vicente,Female,None,Adult,5.0,2016
Antioquia,Santa Bárbara,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Santa Bárbara,Female,Blunt force weapon,Adult,16.0,2016
Antioquia,Santa Bárbara,Female,None,Adult,9.0,2016
Antioquia,Santa Bárbara,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,Santa Rosa De Osos,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Santa Rosa De Osos,Female,Blunt force weapon,Adult,26.0,2016
Antioquia,Santa Rosa De Osos,Female,Not reported,Adult,1.0,2016
Antioquia,Santa Rosa De Osos,Female,None,Adult,12.0,2016
Antioquia,Santa Rosa De Osos,Female,None,Minors,1.0,2016
Antioquia,Santa Rosa De Osos,Male,Blunt force weapon,Adult,5.0,2016
Antioquia,Santa Rosa De Osos,Male,None,Adult,2.0,2016
Antioquia,Santafé De Antioquia,Female,Sharp weapon,Adult,4.0,2016
Antioquia,Santafé De Antioquia,Female,Blunt force weapon,Adult,33.0,2016
Antioquia,Santafé De Antioquia,Female,Scopolamine,Adult,1.0,2016
Antioquia,Santafé De Antioquia,Female,Not reported,Adult,2.0,2016
Antioquia,Santafé De Antioquia,Female,None,Adult,11.0,2016
Antioquia,Santafé De Antioquia,Male,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Santafé De Antioquia,Male,Blunt force weapon,Adult,4.0,2016
Antioquia,Santafé De Antioquia,Male,None,Adult,1.0,2016
Antioquia,Santo Domingo,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Santo Domingo,Female,None,Adult,3.0,2016
Antioquia,Santo Domingo,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Segovia,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Segovia,Female,Blunt force weapon,Adult,22.0,2016
Antioquia,Segovia,Female,None,Adult,2.0,2016
Antioquia,Segovia,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,Sonson,Female,Sharp weapon,Adult,3.0,2016
Antioquia,Sonson,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,Sonson,Female,None,Teenagers,1.0,2016
Antioquia,Sonson,Female,None,Adult,5.0,2016
Antioquia,Sopetrán,Female,Blunt force weapon,Adult,7.0,2016
Antioquia,Sopetrán,Female,None,Adult,1.0,2016
Antioquia,Sopetrán,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Sopetrán,Male,None,Adult,1.0,2016
Antioquia,Tarazá,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Tarazá,Female,Blunt force weapon,Adult,15.0,2016
Antioquia,Tarazá,Female,None,Adult,5.0,2016
Antioquia,Tarazá,Female,None,Minors,1.0,2016
Antioquia,Tarazá,Male,Firearm,Adult,1.0,2016
Antioquia,Tarazá,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Tarazá,Male,None,Adult,1.0,2016
Antioquia,Tarso,Female,Blunt force weapon,Adult,6.0,2016
Antioquia,Tarso,Female,None,Adult,4.0,2016
Antioquia,Titiribí,Female,Blunt force weapon,Adult,11.0,2016
Antioquia,Titiribí,Female,None,Adult,15.0,2016
Antioquia,Titiribí,Male,None,Adult,5.0,2016
Antioquia,Toledo,Female,Blunt force weapon,Adult,3.0,2016
Antioquia,Toledo,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Toledo,Male,None,Adult,1.0,2016
Antioquia,Turbo,Female,Sharp weapon,Adult,17.0,2016
Antioquia,Turbo,Female,Firearm,Adult,1.0,2016
Antioquia,Turbo,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Turbo,Female,Blunt force weapon,Adult,27.0,2016
Antioquia,Turbo,Female,Blunt force weapon,Minors,1.0,2016
Antioquia,Turbo,Female,Scopolamine,Teenagers,1.0,2016
Antioquia,Turbo,Female,Scopolamine,Adult,1.0,2016
Antioquia,Turbo,Female,None,Teenagers,1.0,2016
Antioquia,Turbo,Female,None,Adult,75.0,2016
Antioquia,Turbo,Male,Sharp weapon,Adult,3.0,2016
Antioquia,Turbo,Male,Blunt force weapon,Adult,5.0,2016
Antioquia,Turbo,Male,Blunt force weapon,Minors,2.0,2016
Antioquia,Turbo,Male,None,Adult,4.0,2016
Antioquia,Támesis,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Támesis,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Támesis,Female,None,Adult,2.0,2016
Antioquia,Támesis,Male,Sharp weapon,Adult,1.0,2016
Antioquia,Támesis,Male,None,Adult,1.0,2016
Antioquia,Urrao,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Urrao,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Urrao,Female,Not reported,Adult,1.0,2016
Antioquia,Urrao,Female,None,Adult,6.0,2016
Antioquia,Urrao,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,Urrao,Male,Not reported,Adult,1.0,2016
Antioquia,Valdivia,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Valdivia,Female,Blunt force weapon,Adult,2.0,2016
Antioquia,Valdivia,Female,None,Adult,1.0,2016
Antioquia,Valdivia,Male,Blunt force weapon,Adult,2.0,2016
Antioquia,Valparaíso,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Vegachí,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Vegachí,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Vegachí,Female,None,Adult,3.0,2016
Antioquia,Venecia,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Venecia,Female,Blunt force weapon,Adult,12.0,2016
Antioquia,Venecia,Female,None,Adult,1.0,2016
Antioquia,Vigía Del Fuerte,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Vigía Del Fuerte,Female,None,Adult,1.0,2016
Antioquia,Yalí,Female,Blunt force weapon,Adult,4.0,2016
Antioquia,Yalí,Female,None,Adult,7.0,2016
Antioquia,Yalí,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Yarumal,Female,Sharp weapon,Adult,6.0,2016
Antioquia,Yarumal,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Yarumal,Female,Blunt force weapon,Adult,24.0,2016
Antioquia,Yarumal,Female,Blunt force weapon,Minors,3.0,2016
Antioquia,Yarumal,Female,None,Teenagers,2.0,2016
Antioquia,Yarumal,Female,None,Adult,17.0,2016
Antioquia,Yarumal,Female,None,Minors,1.0,2016
Antioquia,Yarumal,Male,Firearm,Adult,1.0,2016
Antioquia,Yarumal,Male,Blunt force weapon,Adult,3.0,2016
Antioquia,Yarumal,Male,Blunt force weapon,Minors,4.0,2016
Antioquia,Yarumal,Male,Not reported,Minors,1.0,2016
Antioquia,Yarumal,Male,None,Adult,3.0,2016
Antioquia,Yarumal,Male,None,Minors,4.0,2016
Antioquia,Yolombó,Female,Blunt force weapon,Adult,9.0,2016
Antioquia,Yolombó,Female,Scopolamine,Adult,2.0,2016
Antioquia,Yolombó,Female,None,Adult,1.0,2016
Antioquia,Yolombó,Female,None,Minors,1.0,2016
Antioquia,Yolombó,Male,Blunt force weapon,Adult,1.0,2016
Antioquia,Yolombó,Male,None,Adult,1.0,2016
Antioquia,Yondó,Female,Sharp weapon,Adult,2.0,2016
Antioquia,Yondó,Female,Blunt force weapon,Teenagers,2.0,2016
Antioquia,Yondó,Female,Blunt force weapon,Adult,26.0,2016
Antioquia,Yondó,Female,None,Adult,15.0,2016
Antioquia,Yondó,Male,Blunt force weapon,Adult,7.0,2016
Antioquia,Zaragoza,Female,Sharp weapon,Adult,1.0,2016
Antioquia,Zaragoza,Female,Firearm,Adult,1.0,2016
Antioquia,Zaragoza,Female,Blunt force weapon,Teenagers,1.0,2016
Antioquia,Zaragoza,Female,Blunt force weapon,Adult,20.0,2016
Antioquia,Zaragoza,Female,None,Adult,1.0,2016
Antioquia,Zaragoza,Male,Blunt force weapon,Adult,1.0,2016
Arauca,Arauca (Ct),Female,Sharp weapon,Adult,8.0,2016
Arauca,Arauca (Ct),Female,Blunt force weapon,Teenagers,13.0,2016
Arauca,Arauca (Ct),Female,Blunt force weapon,Adult,171.0,2016
Arauca,Arauca (Ct),Female,Blunt force weapon,Minors,2.0,2016
Arauca,Arauca (Ct),Female,Not reported,Adult,3.0,2016
Arauca,Arauca (Ct),Female,None,Teenagers,3.0,2016
Arauca,Arauca (Ct),Female,None,Adult,177.0,2016
Arauca,Arauca (Ct),Female,None,Minors,2.0,2016
Arauca,Arauca (Ct),Male,Sharp weapon,Teenagers,1.0,2016
Arauca,Arauca (Ct),Male,Sharp weapon,Adult,5.0,2016
Arauca,Arauca (Ct),Male,Blunt force weapon,Adult,32.0,2016
Arauca,Arauca (Ct),Male,None,Adult,48.0,2016
Arauca,Arauquita,Female,Sharp weapon,Adult,1.0,2016
Arauca,Arauquita,Female,Blunt force weapon,Adult,8.0,2016
Arauca,Arauquita,Female,None,Teenagers,1.0,2016
Arauca,Arauquita,Female,None,Adult,5.0,2016
Arauca,Arauquita,Male,Sharp weapon,Adult,1.0,2016
Arauca,Arauquita,Male,Blunt force weapon,Adult,1.0,2016
Arauca,Fortul,Female,Sharp weapon,Adult,2.0,2016
Arauca,Fortul,Female,Blunt force weapon,Teenagers,1.0,2016
Arauca,Fortul,Female,Blunt force weapon,Adult,4.0,2016
Arauca,Fortul,Female,Sharp weapon,Adult,1.0,2016
Arauca,Fortul,Female,None,Adult,1.0,2016
Arauca,Puerto Rondón,Female,Blunt force weapon,Adult,3.0,2016
Arauca,Puerto Rondón,Female,Scopolamine,Adult,1.0,2016
Arauca,Puerto Rondón,Female,None,Adult,4.0,2016
Arauca,Saravena,Female,Sharp weapon,Teenagers,1.0,2016
Arauca,Saravena,Female,Sharp weapon,Adult,8.0,2016
Arauca,Saravena,Female,Blunt force weapon,Teenagers,1.0,2016
Arauca,Saravena,Female,Blunt force weapon,Adult,49.0,2016
Arauca,Saravena,Female,Sharp weapon,Adult,1.0,2016
Arauca,Saravena,Female,Scopolamine,Adult,5.0,2016
Arauca,Saravena,Female,Not reported,Adult,3.0,2016
Arauca,Saravena,Female,None,Teenagers,8.0,2016
Arauca,Saravena,Female,None,Adult,53.0,2016
Arauca,Saravena,Male,Sharp weapon,Adult,3.0,2016
Arauca,Saravena,Male,Blunt force weapon,Adult,2.0,2016
Arauca,Saravena,Male,None,Adult,6.0,2016
Arauca,Tame,Female,Sharp weapon,Adult,4.0,2016
Arauca,Tame,Female,Firearm,Adult,1.0,2016
Arauca,Tame,Female,Blunt force weapon,Teenagers,2.0,2016
Arauca,Tame,Female,Blunt force weapon,Adult,59.0,2016
Arauca,Tame,Female,Sharp weapon,Adult,1.0,2016
Arauca,Tame,Female,Sharp weapon,Adult,1.0,2016
Arauca,Tame,Female,Scopolamine,Adult,1.0,2016
Arauca,Tame,Female,Not reported,Adult,2.0,2016
Arauca,Tame,Female,None,Adult,37.0,2016
Arauca,Tame,Female,None,Minors,1.0,2016
Arauca,Tame,Male,Sharp weapon,Adult,1.0,2016
Arauca,Tame,Male,Blunt force weapon,Adult,4.0,2016
Arauca,Tame,Male,Scopolamine,Adult,1.0,2016
Arauca,Tame,Male,None,Teenagers,1.0,2016
Arauca,Tame,Male,None,Adult,8.0,2016
Arauca,Tame,Male,None,Minors,1.0,2016
Atlántico,Baranoa,Female,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Baranoa,Female,Blunt force weapon,Adult,15.0,2016
Atlántico,Baranoa,Female,None,Adult,7.0,2016
Atlántico,Baranoa,Male,Blunt force weapon,Adult,3.0,2016
Atlántico,Baranoa,Male,None,Adult,2.0,2016
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Teenagers,2.0,2016
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Adult,62.0,2016
Atlántico,Barranquilla (Ct),Female,Firearm,Teenagers,1.0,2016
Atlántico,Barranquilla (Ct),Female,Firearm,Adult,12.0,2016
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Teenagers,22.0,2016
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Adult,1062.0,2016
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Minors,9.0,2016
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Adult,1.0,2016
Atlántico,Barranquilla (Ct),Female,Scopolamine,Teenagers,1.0,2016
Atlántico,Barranquilla (Ct),Female,Not reported,Adult,4.0,2016
Atlántico,Barranquilla (Ct),Female,None,Teenagers,4.0,2016
Atlántico,Barranquilla (Ct),Female,None,Adult,155.0,2016
Atlántico,Barranquilla (Ct),Female,None,Minors,3.0,2016
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Teenagers,1.0,2016
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Adult,32.0,2016
Atlántico,Barranquilla (Ct),Male,Firearm,Adult,1.0,2016
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Teenagers,11.0,2016
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Adult,164.0,2016
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Minors,11.0,2016
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Adult,1.0,2016
Atlántico,Barranquilla (Ct),Male,Scopolamine,Adult,1.0,2016
Atlántico,Barranquilla (Ct),Male,Not reported,Adult,1.0,2016
Atlántico,Barranquilla (Ct),Male,None,Teenagers,1.0,2016
Atlántico,Barranquilla (Ct),Male,None,Adult,21.0,2016
Atlántico,Barranquilla (Ct),Male,None,Minors,2.0,2016
Atlántico,Campo De La Cruz,Female,Blunt force weapon,Adult,1.0,2016
Atlántico,Candelaria,Female,Blunt force weapon,Adult,2.0,2016
Atlántico,Galapa,Female,Sharp weapon,Adult,2.0,2016
Atlántico,Galapa,Female,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Galapa,Female,Blunt force weapon,Adult,18.0,2016
Atlántico,Galapa,Female,Blunt force weapon,Minors,2.0,2016
Atlántico,Galapa,Female,None,Teenagers,1.0,2016
Atlántico,Galapa,Female,None,Adult,3.0,2016
Atlántico,Galapa,Male,Blunt force weapon,Adult,3.0,2016
Atlántico,Juan De Acosta,Female,Blunt force weapon,Adult,4.0,2016
Atlántico,Juan De Acosta,Female,None,Adult,3.0,2016
Atlántico,Juan De Acosta,Male,Blunt force weapon,Minors,1.0,2016
Atlántico,Luruaco,Female,Sharp weapon,Adult,1.0,2016
Atlántico,Luruaco,Female,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Luruaco,Female,Blunt force weapon,Adult,9.0,2016
Atlántico,Luruaco,Female,None,Adult,3.0,2016
Atlántico,Luruaco,Male,Sharp weapon,Adult,1.0,2016
Atlántico,Luruaco,Male,Blunt force weapon,Teenagers,2.0,2016
Atlántico,Luruaco,Male,Blunt force weapon,Adult,2.0,2016
Atlántico,Luruaco,Male,None,Adult,2.0,2016
Atlántico,Malambo,Female,Sharp weapon,Adult,5.0,2016
Atlántico,Malambo,Female,Blunt force weapon,Teenagers,4.0,2016
Atlántico,Malambo,Female,Blunt force weapon,Adult,104.0,2016
Atlántico,Malambo,Female,Not reported,Adult,1.0,2016
Atlántico,Malambo,Female,None,Adult,15.0,2016
Atlántico,Malambo,Male,Sharp weapon,Adult,1.0,2016
Atlántico,Malambo,Male,Blunt force weapon,Adult,11.0,2016
Atlántico,Manatí,Female,Blunt force weapon,Adult,4.0,2016
Atlántico,Palmar De Varela,Female,Blunt force weapon,Adult,4.0,2016
Atlántico,Palmar De Varela,Female,Not reported,Adult,1.0,2016
Atlántico,Palmar De Varela,Female,None,Adult,2.0,2016
Atlántico,Palmar De Varela,Male,Blunt force weapon,Adult,1.0,2016
Atlántico,Polonuevo,Female,Blunt force weapon,Adult,1.0,2016
Atlántico,Ponedera,Female,Blunt force weapon,Adult,1.0,2016
Atlántico,Ponedera,Female,None,Adult,1.0,2016
Atlántico,Ponedera,Male,Blunt force weapon,Adult,1.0,2016
Atlántico,Ponedera,Male,None,Adult,1.0,2016
Atlántico,Puerto Colombia,Female,Sharp weapon,Adult,1.0,2016
Atlántico,Puerto Colombia,Female,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Puerto Colombia,Female,Blunt force weapon,Adult,35.0,2016
Atlántico,Puerto Colombia,Female,Blunt force weapon,Minors,2.0,2016
Atlántico,Puerto Colombia,Female,None,Teenagers,2.0,2016
Atlántico,Puerto Colombia,Female,None,Adult,9.0,2016
Atlántico,Puerto Colombia,Male,Sharp weapon,Adult,1.0,2016
Atlántico,Puerto Colombia,Male,Firearm,Adult,1.0,2016
Atlántico,Puerto Colombia,Male,Blunt force weapon,Adult,5.0,2016
Atlántico,Puerto Colombia,Male,Blunt force weapon,Minors,1.0,2016
Atlántico,Repelón,Female,Sharp weapon,Adult,1.0,2016
Atlántico,Repelón,Female,Blunt force weapon,Adult,1.0,2016
Atlántico,Repelón,Female,None,Adult,4.0,2016
Atlántico,Sabanagrande,Female,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Sabanagrande,Female,Blunt force weapon,Adult,8.0,2016
Atlántico,Sabanagrande,Female,Sharp weapon,Adult,1.0,2016
Atlántico,Sabanagrande,Male,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Sabanagrande,Male,Blunt force weapon,Adult,1.0,2016
Atlántico,Sabanagrande,Male,Sharp weapon,Adult,1.0,2016
Atlántico,Sabanagrande,Male,None,Minors,1.0,2016
Atlántico,Sabanalarga,Female,Sharp weapon,Adult,3.0,2016
Atlántico,Sabanalarga,Female,Blunt force weapon,Teenagers,1.0,2016
Atlántico,Sabanalarga,Female,Blunt force weapon,Adult,23.0,2016
Atlántico,Sabanalarga,Female,Blunt force weapon,Minors,1.0,2016
Atlántico,Sabanalarga,Female,Scopolamine,Adult,1.0,2016
Atlántico,Sabanalarga,Female,Not reported,Adult,2.0,2016
Atlántico,Sabanalarga,Female,None,Teenagers,1.0,2016
Atlántico,Sabanalarga,Female,None,Adult,60.0,2016
Atlántico,Sabanalarga,Male,Blunt force weapon,Adult,2.0,2016
Atlántico,Sabanalarga,Male,Blunt force weapon,Minors,1.0,2016
Atlántico,Sabanalarga,Male,None,Adult,8.0,2016
Atlántico,Santo Tomás,Female,Blunt force weapon,Adult,5.0,2016
Atlántico,Santo Tomás,Female,None,Adult,2.0,2016
Atlántico,Santo Tomás,Male,Blunt force weapon,Adult,1.0,2016
Atlántico,Soledad,Female,Sharp weapon,Teenagers,1.0,2016
Atlántico,Soledad,Female,Sharp weapon,Adult,46.0,2016
Atlántico,Soledad,Female,Firearm,Adult,9.0,2016
Atlántico,Soledad,Female,Blunt force weapon,Teenagers,21.0,2016
Atlántico,Soledad,Female,Blunt force weapon,Adult,717.0,2016
Atlántico,Soledad,Female,Blunt force weapon,Minors,11.0,2016
Atlántico,Soledad,Female,Scopolamine,Adult,4.0,2016
Atlántico,Soledad,Female,None,Teenagers,3.0,2016
Atlántico,Soledad,Female,None,Adult,180.0,2016
Atlántico,Soledad,Female,None,Minors,1.0,2016
Atlántico,Soledad,Male,Sharp weapon,Adult,9.0,2016
Atlántico,Soledad,Male,Sharp weapon,Minors,1.0,2016
Atlántico,Soledad,Male,Blunt force weapon,Teenagers,5.0,2016
Atlántico,Soledad,Male,Blunt force weapon,Adult,77.0,2016
Atlántico,Soledad,Male,Blunt force weapon,Minors,11.0,2016
Atlántico,Soledad,Male,Scopolamine,Minors,1.0,2016
Atlántico,Soledad,Male,None,Adult,19.0,2016
Atlántico,Soledad,Male,None,Minors,1.0,2016
Atlántico,Tubará,Male,Blunt force weapon,Adult,1.0,2016
Atlántico,Tubará,Male,Blunt force weapon,Minors,1.0,2016
Atlántico,Usiacurí,Female,Firearm,Minors,1.0,2016
Bolívar,Altos Del Rosario,Female,None,Adult,1.0,2016
Bolívar,Arjona,Female,Sharp weapon,Adult,3.0,2016
Bolívar,Arjona,Female,Blunt force weapon,Teenagers,2.0,2016
Bolívar,Arjona,Female,Blunt force weapon,Adult,34.0,2016
Bolívar,Arjona,Female,Not reported,Adult,1.0,2016
Bolívar,Arjona,Female,None,Adult,4.0,2016
Bolívar,Arjona,Male,Blunt force weapon,Adult,8.0,2016
Bolívar,Arjona,Male,None,Adult,2.0,2016
Bolívar,Arroyohondo,Female,Blunt force weapon,Adult,3.0,2016
Bolívar,Arroyohondo,Male,Blunt force weapon,Adult,1.0,2016
Bolívar,Barranco De Loba,Female,Sharp weapon,Adult,1.0,2016
Bolívar,Barranco De Loba,Female,Blunt force weapon,Adult,4.0,2016
Bolívar,Barranco De Loba,Female,None,Adult,2.0,2016
Bolívar,Barranco De Loba,Male,Blunt force weapon,Adult,2.0,2016
Bolívar,Calamar,Female,Blunt force weapon,Adult,6.0,2016
Bolívar,Calamar,Female,None,Teenagers,1.0,2016
Bolívar,Calamar,Female,None,Adult,7.0,2016
Bolívar,Calamar,Male,Blunt force weapon,Teenagers,1.0,2016
Bolívar,Calamar,Male,Blunt force weapon,Adult,1.0,2016
Bolívar,Cantagallo,Female,Sharp weapon,Adult,1.0,2016
Bolívar,Cantagallo,Female,None,Adult,12.0,2016
Bolívar,Cantagallo,Male,Sharp weapon,Adult,1.0,2016
Bolívar,Cantagallo,Male,None,Adult,1.0,2016
Bolívar,Cartagena (Ct),Female,Sharp weapon,Teenagers,3.0,2016
Bolívar,Cartagena (Ct),Female,Sharp weapon,Adult,86.0,2016
Bolívar,Cartagena (Ct),Female,Firearm,Adult,16.0,2016
Bolívar,Cartagena (Ct),Female,Blunt force weapon,Teenagers,5.0,2016
Bolívar,Cartagena (Ct),Female,Blunt force weapon,Adult,230.0,2016
Bolívar,Cartagena (Ct),Female,Blunt force weapon,Minors,1.0,2016
Bolívar,Cartagena (Ct),Female,Sharp weapon,Adult,2.0,2016
Bolívar,Cartagena (Ct),Female,Scopolamine,Adult,18.0,2016
Bolívar,Cartagena (Ct),Female,Not reported,Adult,2.0,2016
Bolívar,Cartagena (Ct),Female,None,Teenagers,3.0,2016
Bolívar,Cartagena (Ct),Female,None,Adult,1462.0,2016
